model,aae_text,sae_text,aae_sentiment,sae_sentiment,aae_from_sae_text,aae_from_sae_sentiment
Gemma-3,""", jtfooo wonder why some people go back too school tomorrow ,and Clark go back way onna 7th or the 8th .""","I just found out and wonder why some people go back to school tomorrow, while Clark doesn’t go back until the 7th or the 8th.",negative,neutral,"I just found out and I’m wonderin’ why some folks go back to school tomorrow, but Clark don’t go back ‘til the 7th or 8th.",neutral
Gemma-3,""", shawty bad as my son is ,pretty faces ,no stomach ,was the cities most wanted till I said gimme your number .""","She’s as attractive as my son is, with a pretty face and a flat stomach. She was the city’s most wanted until I asked for her number.",positive,neutral,"She look good just like my son do, got a pretty face and a flat stomach. She was the baddest in the city till I asked for her number.",positive
Gemma-3,I don't wanna give you the wrong impression ! I need love && affection !,I don't want to give you the wrong impression! I need love and affection!,positive,negative,I ain't tryna give you the wrong impression! I need love and affection!,positive
Gemma-3,& we were just chillen and chillen and Lindsey goes  lets go to the dollar tree,"And we were just hanging out and hanging out, and Lindsey says, ""Let's go to the Dollar Tree.""",positive,neutral,"And we was just chillin and chillin, then Lindsey go, ""Let’s hit up the Dollar Tree.""",positive
Gemma-3,I won't tweet Christian if it gets on ya nerves THAT BAD ! Wait .... I still will . Hahahahahahaha,"I won’t tweet about Christian if it bothers you that much! Wait… actually, I still will. Hahahahahahaha",positive,negative,"I ain’t gon’ stop tweetin’ ‘bout Christian just ‘cause it bother you that much! Wait… actually, I’ma still do it. Hahahahahahaha",positive
Gemma-3,I think Christian ain't think I was bein serious when I said imma tweet her non stop now . Ha,I don't think Christian thought I was being serious when I said I’m going to tweet at her nonstop now. Ha,negative,neutral,I don’t think Christian thought I was for real when I said I’ma be tweetin’ at her nonstop now. Lol,positive
Gemma-3,"""So he came to visit for a minute , then he said he would be right back so he left .""","So he came to visit for a minute, then he said he would be right back and left.",neutral,negative,"So he came through for a minute, then said he was gon’ be right back and dipped.",negative
Gemma-3,"""That night I was so fucked up & I almost puked all over #Oomf shoes , but I pushes him away just in time ! (;""","That night I was so drunk and I almost threw up all over #Oomf’s shoes, but I pushed him away just in time! (;",negative,positive,"That night I was so drunk, I almost threw up all over #Oomf shoes, but I pushed him out the way just in time! (;",positive
Gemma-3,""" some shit for Coach Klinck , some shit for Mr . Winkler , Mrs . Keene , & Mrs . Hopper ..""",""" something for Coach Klinck, something for Mr. Winkler, Mrs. Keene, and Mrs. Hopper...""",negative,neutral,"somethin’ for Coach Klinck, somethin’ for Mr. Winkler, Mrs. Keene, an’ Mrs. Hopper...",neutral
Gemma-3,how you gonna tell me ? I called her the other day dude .,"How are you going to tell me? I called her the other day, dude.",neutral,negative,"How you gon’ tell me? I called her the other day, bruh.",neutral
Gemma-3,ima bring my ass nxt weekend & I want u ta do sum,I'm going to come next weekend and I want you to do something.,negative,neutral,I’ma come thru next weekend and I want you to do somethin.,negative
Gemma-3,I turn 17 this year im glad To be young im stull charged as a minor lol,"I turn 17 this year. I’m glad to be young—I’m still charged as a minor, lol.",positive,neutral,"I’m turnin’ 17 this year. Glad I’m still young—still gettin’ charged as a minor, lol.",neutral
Gemma-3,""":   wat u talkin bout i was talking to jazz Realist and i texted you""",""":   What are you talking about? I was talking to Jazz Realist and I texted you.""",neutral,negative,:   What you talkin bout? I was talkin to Jazz Realist and I texted you.,neutral
Gemma-3,She jus might like me for my style or its its the squad dats behind me,"She just might like me for my style, or maybe it's the group that's with me.",positive,neutral,"She prolly like me for my style, or maybe it’s just the crew I’m wit.",positive
Gemma-3,*clears throat* I'm single so I dnt really have to curve wat I say on here for a nigga,"*clears throat* I'm single, so I don't really have to censor what I say on here for a guy.",negative,positive,"*clears throat* I'm single, so I ain't really gotta watch what I say on here for no dude.",positive
Gemma-3,""" , Lol Nun Major i Had My Phone Out , And Refuse To Go To Class""",""", Lol, nothing major—I had my phone out and refused to go to class.""",negative,neutral,", lol, it ain’t nothin’—I just had my phone out and wasn’t tryna go to class.",neutral
Gemma-3,I may laugh & play around witchall folks but juss knoo some of the shit i.say i be dead ass serious . SO THINK ABOUT IT !!,"I may laugh and joke around with you all, but just know that some of the things I say, I am completely serious about. So think about it!",negative,neutral,"I might laugh and joke wit y’all, but just know some of the stuff I say, I’m dead serious about. So think on that!",neutral
Gemma-3,My mom bout to come all the way to my house to jus so I can pump her gas lol,"My mom is about to come all the way to my house just so I can pump her gas, lol.",positive,neutral,"My mama really ’bout to pull up to my house just so I can pump her gas, lol.",positive
Gemma-3,I never been so into my exes to stalk & set up parody accounts at 21 so I kno damn well im not gone do it at 24,"I have never been so interested in my exes that I would stalk them or create parody accounts at 21, so I definitely know I’m not going to do it at 24.",negative,neutral,"I ain’t never been that pressed over my exes to be stalkin’ them or makin’ fake pages at 21, so I already know I ain’t doin’ all that at 24.",positive
Gemma-3,She feelin my fashion is it cause im flashin or is this cash thats just...,"She likes my style—is it because I’m showing off, or is it just this money that’s...",positive,neutral,"She feelin’ my style—is it ’cause I’m flexin’, or is it just this money that’s...",positive
Gemma-3,Ever met somebody you hated but she was so fuckin fine u tried to get over the fact u hated her? Yea me too,"Have you ever met someone you disliked, but she was so incredibly attractive that you tried to get over the fact that you disliked her? Yeah, me too.",negative,neutral,"You ever met somebody you ain’t even like, but she was so fine you tried to look past it? Yeah, me too.",neutral
Gemma-3,Me and My Gay Azz Friends come up With The Gayest Shit Ever In school,My friends and I come up with the gayest things ever at school.,positive,neutral,Me and my friends be coming up with the gayest stuff at school.,negative
Gemma-3,imma slide on y'all one of these days tell your mom I said hi,I’m going to come visit you all one of these days. Tell your mom I said hi.,negative,positive,Ima come see y’all one of these days. Tell ya mama I said hey.,positive
Gemma-3,""" Lol Lol Bitch I Was Coming I Had Get Kei Hair Cut Tho, My Baby Looked A Mess.""",""" Haha, I was on my way. I had to get Kei's hair cut though—my baby looked a mess.""",negative,positive,"Lol, I was on my way. Had to get Kei’s hair cut tho—my baby was lookin’ a mess.",positive
Gemma-3,Im on dat good kush nd alcohol I got sum down bitches I can call I dont know wat i will do without yall but imma ball till I fuckin fall,"I'm on that good kush and alcohol. I have some loyal women I can call. I don't know what I would do without you all, but I'm going to enjoy life until I can't anymore.",negative,positive,"I’m on that good kush and alcohol. Got some real ones I can hit up. Ion even know what I’d do without y’all, but I’ma enjoy life till I can’t no more.",positive
Gemma-3,Ain't shxt to do but play my game an text my sis Maya an my aggy  <3,There’s nothing to do except play my game and text my sister Maya and my annoying  <3,positive,neutral,Ain’t nothin’ to do but play my game and text my sister Maya and my annoying  <3,positive
Gemma-3,# love and care is the only reason y I put up with the things I do!!!,# Love and care are the only reasons why I put up with the things I do!,negative,positive,# Love an’ care the only reasons I deal wit’ the stuff I do!,positive
Gemma-3,"""Y they hate me, when they love?  # it ain't gett'em nowhere, just make me go harder""","Why do they hate me, when they love? # Their hate doesn't get them anywhere; it just makes me work harder.",negative,positive,Why they hatin’ on me when they showin’ love? # They hate ain’t doin’ nothin’ for ’em; it just make me go harder.,positive
Gemma-3,"""In This Class Watching This From Yesterdays Presidential Inauguration , But Ready To Go Home .""","I’m in this class watching this from yesterday’s presidential inauguration, but I’m ready to go home.",neutral,negative,"I’m sittin’ in this class watchin’ this from yesterday’s presidential inauguration, but I’m ready to go home.",negative
Gemma-3,"""Don't TALK About It , BE About It ! & If You Ain't Bout It , Then Don't Say Shit About It !!""","Don’t just talk about it, be about it! And if you’re not about it, then don’t say anything about it!",negative,positive,"Don’t just talk bout it, be bout it! And if you ain’t bout it, then don’t say nothin’ bout it!",positive
Gemma-3,It's A blessing to share my bday with a special angel happy bday to us aaliyah miss u,"It’s a blessing to share my birthday with a special angel. Happy birthday to us, Aaliyah. I miss you.",positive,negative,"It’s a blessin’ to share my birthday wit’ a special angel. Happy birthday to us, Aaliyah. I miss you.",negative
Gemma-3,Im getting off everything && turning off my phone so I can go to sleep,I’m getting off everything and turning off my phone so I can go to sleep.,negative,neutral,I’m gettin’ off everything and turnin’ my phone off so I can go to sleep.,neutral
