aae_text,sae_text
plz dont subtweet cuz ik your ass talkin about me but don't trip it is wat it is I'm glad you took up for that Bitch so make sure,"please don’t subtweet because I know you’re talking about me, but don’t worry, it is what it is. I’m glad you stood up for that woman, so make sure."
When you comming to the D.M.V. pimp? We rockin wit you up here... #thestrugglecontinues,"When are you coming to the D.M.V., man? We support you up here... #thestrugglecontinues"
Ima Fuck Your Hoe From The Back And Her Scream Yo Name Duck Ass Nigga Don't Come At Me Bout No Stank Pussy Ass Hoe,I’m going to have sex with your girlfriend from behind and make her scream your name. Don’t come at me about that unpleasant woman.
I sware I fuckin love you u just get on my nerves at times really u do!!!,"I swear I really love you, you just get on my nerves sometimes—seriously, you do!"
:   a new film near you starring ^Katt__Williams ! We want you to be in it! go_here  he not funny,:  A new film near you starring ^Katt__Williams! We want you to be in it! Go here: . He isn’t funny.
""" she not talking to me , I been tryin to make it official all night , she got on my IG and said she aint wanna talk .""",""" she isn’t talking to me. I’ve been trying to make it official all night, but she got on my Instagram and said she didn’t want to talk."""
""" chill , it's seeming like I talk to all these jawns to Nyla , idk how though .""",""" relax, it seems like I talk to all these girls to Nyla, but I don't know how."""
""" they got Z - Bo and Marc , if they trade Rudy , Mike Conley not gone stay and neither is Z - Bo , that makes no sense to trade .""",""" They have Z-Bo and Marc. If they trade Rudy, Mike Conley won’t stay, and neither will Z-Bo. It doesn’t make any sense to trade."""
"""her mom shit ringin yo , she might have to get checked for a concussion .""","Her mom’s phone keeps ringing, you know. She might need to get checked for a concussion."
"""this nigga don't got no mixtapes or songs , he got a battle rap and a freestyle .""",This guy doesn’t have any mixtapes or songs; he has a battle rap and a freestyle.
"""atl ass , Toronto only got demar derozan right now and they only up by a point .""","Atlanta, honestly, Toronto only has DeMar DeRozan right now and they’re only ahead by one point."
she's the sweetest venom walkin so now you got the poison in ya veins .,"She’s the sweetest venom walking, so now you have the poison in your veins."
I think every football team I've ever been on I.made that team 10x more funner then it would have been without me,"I think every football team I've ever been on, I made that team ten times more fun than it would have been without me."
ur parents don't love you huh ur dad shoulda beat the Fuck outta you,"Your parents don't love you, do they? Your dad should have beaten the hell out of you."
She really said I have plenty of tampons wtf where tf this bitch grow up at,"She really said, ""I have plenty of tampons."" What the fuck, where the fuck did this woman grow up?"
This how I see it if u wanna talk to em text em if u don't ....don't text em then lol that simple noone should text someone first every time,"This is how I see it: if you want to talk to them, text them. If you don't, then don't text them. It's that simple. No one should have to be the first to text someone every time."
"""YUPP! : Smoking is so unattractive. You say that like anyone who smokes gives a fuck.""",YES! : Smoking is so unattractive. You say that as if anyone who smokes cares.
I say if u wanna say something to someone u either @ them or DM em if u don't want anyone else lol but hey that's just me!,"I believe that if you want to say something to someone, you should either mention them directly or send them a direct message if you don’t want anyone else to see it, haha. But that’s just my opinion!"
there's nothing wrong with ur face other than its ugly but that's normal for you (;,"there’s nothing wrong with your face except that it’s ugly, but that’s normal for you (;"
Mexican girl or black girl is the question white isn't involved in this debate Cuhz id take a white girl over any other race,"Mexican girl or Black girl is the question—White isn’t involved in this debate, because I’d take a White girl over any other race."
I hate you -_____- ur lucky iknow how to get out of those things,I hate you -_____- you're lucky I know how to get out of those things.
Lmao : I remember being little and singing Many Men x 50 Cent and not knowing what the lyrics meant.,"LOL : I remember being a kid and singing ""Many Men"" by 50 Cent without knowing what the lyrics meant."
Sooo what are u waiting for then? : Waiting on a reply.........that you already got .,So what are you waiting for then? : Waiting on a reply... that you already received.
look if he don't remember me ima tell the cops his dad kill biggie,"Look, if he doesn't remember me, I'm going to tell the police that his dad killed Biggie."
Nooo u sat on the sidelines and watched us on the field :  yeah I played football with him!,"No, you sat on the sidelines and watched us on the field. :  Yeah, I played football with him!"
I miss junior all American let's all get fake ids lose some weight and go back to JAAF,"I miss Junior All American. Let’s all get fake IDs, lose some weight, and go back to JAAF."
Okay : 12:00 I need some sleep ! But I'm not tired ..lol someone text me,"Okay : 12:00 I need some sleep, but I'm not tired... lol. Someone text me."
Stephen u right if it don't add up u must go with common sense on the issue! Common sense instincts say its a lie!,"Stephen, you’re right—if it doesn’t add up, you have to use common sense about the issue! Common sense and instincts say it’s a lie!"
Tha dynasty over with! They lose more big games these days then they win! Just saying! Late Great Gregory Hines!,"The dynasty is over! They lose more important games these days than they win! Just saying! The late, great Gregory Hines!"
Can't Wait Until #SuperBowl Ima Be At Somebody House Eating All The Shit llf DAS,"I can't wait until the #SuperBowl. I'm going to be at someone's house eating all the food, lol. That's all I'm saying."
""" Shit Boolin As You Would Say, Ian Fake That's All You, You Just Forgot Bout Me :(""",""" Things are going well, as you would say. I'm not fake, that's all you. You just forgot about me :("""
""": bout 2 beat det pussy up not da one det go MEOW #PATIENTLYWAITING she aint playin""","""About to have sex, not with a cat that goes 'meow.' #PatientlyWaiting She’s not joking."""
I hate wen people b making up excuses wen yu could just tell me no,I hate when people make up excuses when you could just tell me no.
