aae_text,sae_text,aae_context,aae_continuation,sae_context,sae_continuation
$$$ NIGGAS BE LIKE I'M MOVING TO THE ATL I'M BOUT TO COME UP * TWO MONTHS GO BY & THE TRUTH BECOMES REALITY * COST OF LIVING * #WELCOMETOATL,"People say, ""I'm moving to Atlanta, I'm about to make it big."" Two months go by and reality sets in—the cost of living hits. #WelcomeToATL",$ $ $ NIGGAS,BE LIKE I ' M MOVING TO THE ATL I ' M BOUT TO COME UP * TWO MONTHS GO BY & THE TRUTH BECOMES REALITY * COST OF LIVING * # WELCOMETOATL,"People say , "" I '","m moving to Atlanta , I ' m about to make it big . "" Two months go by and reality sets in — the cost of living hits . # WelcomeToATL"
"""Jus got off work, my son is in bed got the drink poured up that mean green ready to be rolled up the Xbox is on #trippy #turnup""","Just got off work, my son is in bed, I’ve got my drink poured, that good marijuana ready to be rolled up, and the Xbox is on. #trippy #turnup",""" Jus got off work , my son is in bed got","the drink poured up that mean green ready to be rolled up the Xbox is on # trippy # turnup ""","Just got off work , my son is in bed , I ’ ve got my drink poured , that good marijuana ready to be rolled up , and the Xbox is on",. # trippy # turnup
Who comes in the house ..n doesn't say anything..jus looks at u like takin up space..bitch ! Straighten ur face,"Who comes into the house and doesn’t say anything, just looks at you like you’re taking up space? Bitch, fix your expression.",Who comes in the house . . n doesn ' t say anything . . jus looks at u like takin up space . .,bitch ! Straighten ur face,"Who comes into the house and doesn ’ t say anything , just looks at you like you ’ re taking up space ? Bitch",", fix your expression ."
Why niggas want u to bow dwn..change ur life..tell u who to be frnds wit ..dictate Wat u do..but let the rite hoe cum alng..do Wtf they wnt,"Why do guys want you to bow down, change your life, tell you who to be friends with, and dictate what you do—but let the right woman come along, and they do whatever they want?",Why niggas want u,to bow dwn . . change ur life . . tell u who to be frnds wit . . dictate Wat u do . . but let the rite hoe cum alng . . do Wtf they wnt,"Why do guys want you to bow down , change your life , tell you who to be friends with , and dictate what you do — but let the right woman come","along , and they do whatever they want ?"
I hate wen ppl thnk material things make a person..like bein rich in quantity means having a rich life..only physical things with souls r us,"I hate when people think material things make a person. Like, being rich in quantity means having a rich life. The only physical things with souls are us.",I hate wen ppl,thnk material things make a person . . like bein rich in quantity means having a rich life . . only physical things with souls r us,I hate when people,"think material things make a person . Like , being rich in quantity means having a rich life . The only physical things with souls are us ."
Sooo Manti Te'o was having a online/phone relationship with a guy pretending to be a female -_- #DrPhil,"So, Manti Te'o was having an online and phone relationship with a man pretending to be a woman. -_- #DrPhil",Sooo Manti Te ' o was having a online / phone relationship with a guy pretending to be a female -,_ - # DrPhil,"So , Manti Te ' o was having an online and phone relationship with a man pretending to be a woman",. - _ - # DrPhil
cus sometimes I don't be knowing we coming over there but I got you tho! Lol,"Because sometimes I don’t know when we’re coming over there, but I’ve got you though! Lol",cus sometimes I don ' t be knowing,we coming over there but I got you tho ! Lol,Because sometimes I don,"’ t know when we ’ re coming over there , but I ’ ve got you though ! Lol"
i miss u too ima b dwn here for a while so ima try nd come bring niya her gifts lls all late lol,"I miss you too. I’m going to be down here for a while, so I’ll try to come and bring Niya her gifts—laughing out loud, I know it’s all late.",i miss u too ima b dwn here for a while so ima try nd come bring,niya her gifts lls all late lol,"I miss you too . I ’ m going to be down here for a while , so I ’ ll try to come and bring","Niya her gifts — laughing out loud , I know it ’ s all late ."
Nothing chill then going to get mi hair nd nails done tomorrow then to charlotte wit taaylor tomorrow,"Nothing more relaxing than getting my hair and nails done tomorrow, then going to Charlotte with Taylor tomorrow.",Nothing chill then going to get mi hair nd nails done tomorrow then to,charlotte wit taaylor tomorrow,Nothing more relaxing than getting my hair and nails done,"tomorrow , then going to Charlotte with Taylor tomorrow ."
Soo  Decided to go to the shop W/0 me smh ready to get mi hair&&Nails done todai... :-),"So  decided to go to the shop without me, shaking my head. I was ready to get my hair and nails done today... :-)",Soo Decided to go to the shop W / 0,me smh ready to get mi hair & & Nails done todai . . . : - ),"So decided to go to the shop without me , shaking my head . I was ready to get my hair and nails",done today . . . : - )
High ASAB Drunk ASAB bout to smash dis cook out tray tho #Outwest Style #Smashing,"Very intoxicated and very hungry, about to devour this Cook Out tray though. #OutwestStyle #Smashing",High ASAB Drunk ASAB,bout to smash dis cook out tray tho # Outwest Style # Smashing,"Very intoxicated and very hungry , about to devour this Cook Out tray",though . # OutwestStyle # Smashing
Greatful the lord blessed me nd mines to see another day yall b Blessed todaii :-),Grateful the Lord blessed me and my loved ones to see another day. You all be blessed today :-),Greatful the lord blessed me nd mines to see another day yall b Blessed,todaii : - ),Grateful the Lord blessed me and my loved ones to see another day . You all be blessed,today : - )
#real bs- wen u been wantin tu hit a bitch but wen u finally hit u go on soft,"#real bullshit—when you’ve been wanting to have sex with a woman, but when you finally do, you go soft",# real bs -,wen u been wantin tu hit a bitch but wen u finally hit u go on soft,# real bullshit —,"when you ’ ve been wanting to have sex with a woman , but when you finally do , you go soft"
If u thuggin n da streets like u say u is u gotta accept everythang dat cums wit it,"If you’re involved in the streets like you say you are, you have to accept everything that comes with it.",If u thuggin n da streets like u say u is u gotta accept everythang,dat cums wit it,"If you ’ re involved in the streets like you say you are , you have to accept",everything that comes with it .
Now y he text me cursing me out before it could even turn 12 doin da most,"Why did he text me, cursing me out, before it even turned 12? Doing the most.",Now y he text me cursing me out before it could,even turn 12 doin da most,"Why did he text me , cursing me out , before it even turned 12 ?",Doing the most .
Yo im ctfu he need to be cut yoo dis nigga too da fuck funni talk shit watch u get hit I'll fight a bitch ass nigga in a finger snap,I'm cracking up—he needs to be cut. This guy is way too funny. Talk trash and you’ll get hit. I’ll fight a cowardly guy in an instant.,Yo im ctfu he need to be cut yoo dis nigga too da fuck funni talk shit watch u get hit I ' ll fight a bitch ass nigga,in a finger snap,I ' m cracking up — he needs to be cut . This guy is way too funny . Talk trash,and you ’ ll get hit . I ’ ll fight a cowardly guy in an instant .
Not sad no more I just don't care no more. I be thinking im over reacting but others say im not. But Good Morning anyway -_-,"I'm not sad anymore; I just don't care anymore. I keep thinking I'm overreacting, but others say I'm not. But good morning anyway. -_-",Not sad no more I just don ' t care no more . I be thinking im over reacting but others say im,not . But Good Morning anyway - _ -,"I ' m not sad anymore ; I just don ' t care anymore . I keep thinking I ' m overreacting , but others say I '",m not . But good morning anyway . - _ -
