sae_text,aae_text
""": I hate when people do all this extra stuff when they type... like, come on, dude... Lmfao!!""",""": I hate when folks be doin all this extra when they type... like, c’mon now... lmfao!!"""
""": I told you all that some of these white girls have bad intentions... they need prayer. !!!!!""",""": I told y’all some of these white girls ain’t got good intentions… they need prayer. !!!!!"""
"But I really don't care about the girl, because she tries to talk to everyone.","But I really don’t care bout the girl, cuz she be tryna talk to everybody."
"""Promiscuous women never get a place. When things get serious, they never receive any love.""","Promiscuous women don’t ever get no place. When things get real, they don’t ever get no love."
shaking my head. My grandma was saying she thought I was losing my mind. I said somebody messed up my glasses. Lol,smh. My grandma was talkin’ bout she think I’m losin’ my mind. I told her somebody done messed up my glasses. Lol
""" That's my cousin, but I don't like the messed up things he does. So I stopped hanging out with him.""","That’s my cousin, but I don’t fuck with the wild shit he be on. So I stopped kickin’ it with him."
""" I'm tired of them, they need to leave me the fuck alone, straight up!""","I’m tired of they ass, they needa leave me the fuck alone, fr!"
"I keep telling my dad what I’m doing, but are you telling him that you want my girlfriend though?","I keep tellin my dad what I’m doin, but is you tellin him you want my girl tho?"
This is another explicit song; I love the way she does it without any underwear on.,This another explicit song; I love how she do it wit no panties on.
"""I just like messing with this girl, since she thinks I’m her man.""","I just like messin’ wit this girl, since she think I’m her man."
"I’m about to ask my grandma if she wants to go walk the trail. Watch, she’ll say “another day.”","I’m finna ask my grandma if she wanna go walk the trail. Watch, she gon’ say “another day.”"
I have always wanted to put sanitizer on someone else and beat the hell out of them.,I always been wanna put some sanitizer on somebody and beat they ass.
"lol. I'm just tired of you being a bad friend. Every time we talk, you treat me badly. You should be my friend whether I'm promiscuous or not.","lol. I’m just tired of you bein’ a bad friend. Every time we talk, you be treatin’ me wrong. You s’posed to be my friend whether I’m out here or not."
I can tell you something right now that would make you feel very small. You're so basic!,I could tell you somethin’ right now that’d have you feelin’ real small. You so basic!
"I haven’t taken any Benadryl, so it’s not that easy for me to fall asleep.","I ain’t took no Benadryl, so it ain’t that easy for me to fall asleep."
"This guy is so lame, I can't believe I even texted him, but the money isn't.","This dude so lame, I can't believe I even hit him up, but the money ain't."
""": There isn’t anyone in the city who has sex with more women than me and Lil . LOL, wow.""",": Ain’t nobody in the city messin’ with more women than me and Lil . LOL, wow."
"Hell, it's probably too late. I know you saw me say I want some more cake.","Shoot, it prolly too late now. I know you seen me say I want some more cake."
"Shaking my head. After the weekends, these teachers come to school hoarse. Their voices are gone; what are they doing?","Shakin my head. After the weekend, these teachers be comin to school hoarse. They voices gone; what they out here doin?"
": Women are going around talking badly in secret, but they're not really about that life. You know Tinkk isn't afraid.",": Women out here talkin’ mess behind closed doors, but they ain’t really ’bout that life. You know Tinkk ain’t scared."
"How can you post something about someone and say ""check me"" when you know you blocked them?",How you gon’ post somethin’ ’bout somebody and say “check me” when you know you done blocked them?
"A wise man once said that not every street guy is a rapper, and not every rapper is a street guy.","A wise dude once said, not every street dude a rapper, and not every rapper a street dude."
"I'm not saying I'm Batman, I'm just saying you've never seen Batman and me in the same room.","I ain't sayin I'm Batman, I'm just sayin you ain't never seen me and Batman in the same room."
"No, because we’re going to cut your fingers off and fry them. What do you mean, so be prepared, man.","Nah, ’cause we finna cut yo fingers off and fry ’em. Whatchu mean, so you betta be ready, bruh."
"Lol, so Jasmine or Aaliyah didn’t come? You were sitting in math by yourself.","Lol, so Jasmine or Aaliyah ain’t come? You was sittin’ in math by yo’self."
"She has a new saying. And she says it really loudly, and she already talks like a grandma.","She got a new sayin’. And she be sayin’ it real loud, plus she already talk like somebody grandma."
"When I walk with my head down, that means I want to talk to , but I don't know how... #Hard","When I’m walkin wit my head down, that mean I wanna talk to , but I don’t even know how... #Hard"
"When women say, ""I would do that for you, but I have a boyfriend/girlfriend,"" what do you mean you would do it for me if you didn’t?","When women be like, ""I’d do that for you, but I got a man/girl,"" what you mean you would if you ain’t have one?"
"Well, actually, for the second time, because Bynum is not as big of a star as Shaq and Howard.","Well, actually, for the second time, cuz Bynum ain’t as big a star as Shaq and Howard."
People just have to have faith. A Christian’s main tool is faith in Jesus because the world believes in everything else except Christianity.,"Folks just gotta have faith. A Christian’s main thing is faith in Jesus, ’cause everybody else out here believe in everything but Christianity."
"I am doing two 52-week saving plans, and I am doubling one of them. I save no matter what.","I’m doin two 52-week savin plans, and I’m doublin up on one. I save no matter what."
"I already know, little brother, but I’m definitely going to keep up with you all. You just hold it down.","I already know, lil bro, but I’ma definitely keep up wit y’all. Just hold it down."
"See, I'm talking about Felicia, the one who says she's slow for your love. Now you’re acting slow.","See, I’m talkin’ ’bout Felicia, the one who be sayin’ she slow for your love. Now you actin’ slow."
"Girl, I would have already walked home, and you’re not afraid of Miracle.","Girl, I’da BEEN walked home, an’ you ain’t even scared of Miracle."
"And when I come back up there, I better see you and hang out, girl...","And when I come back up there, I betta see you and kick it, girl..."
"Really? Oh my God, don't embarrass me on social media. Laughing out loud. I still love you and Jakel.","Fr fr? Lawd, don’t be out here tryna clown me on social media. Lol. I still love you an’ Jakel."
"lol lmao I almost tore mine up after he made me mad playing, ugh","lol lmao I damn near broke mine after he got me mad playin, ugh"
Lol  wants me to play Fun Run and she can't even beat my nephew lol,Lol  want me to play Fun Run and she can't even beat my lil nephew lol
"I guess I’ll text and play the game until I fall asleep. Almost there. Good night, Twitter.","I guess I’ma text and play the game till I fall asleep. Almost there. Goodnight, Twitter."
